95.52614594	55.41263580	9.78143883
95.64583588	53.67786407	9.88638115
95.44295502	57.20249176	10.54499626
95.50278473	56.33512115	10.59749413
91.91545868	111.25594330	11.63441658
91.97533417	110.38854218	11.68689919
92.03514862	109.52115631	11.73935127
92.09500885	108.65377045	11.79185295
92.15483856	107.78636932	11.84432411
91.83229828	113.04578400	12.39798546
91.89214325	112.17838287	12.45047951
94.53827667	57.08995819	9.71658134
94.59807587	56.22260284	9.76907921
94.65795135	55.35517120	9.82152367
94.71778107	54.48780060	9.87399864
94.77761078	53.62042999	9.92645073
94.51491547	58.01245880	10.53264427
94.57477570	57.14505768	10.58511162
94.87389374	52.80806732	10.84744072
94.93378448	51.94074249	10.89991570
94.99362946	51.07329559	10.95239449
95.65175629	41.53202057	11.52957726
94.55136871	58.06748199	11.40113640
95.08994293	50.26097870	11.87339211
95.14974213	49.39354706	11.92586327
95.56856537	43.32181549	12.29318047
95.62844086	42.45446014	12.34562492
94.16901398	64.19429779	11.90236092
94.22885895	63.32688141	11.95485497
94.28871918	62.45946503	12.00732994
94.52805328	58.98992157	12.21719933
95.24605560	48.58127594	12.84688377
95.30587006	47.71387482	12.89932442
95.36569977	46.84648895	12.95181847
95.42554474	45.97908783	13.00429726
95.48540497	45.11168671	13.05672264
95.54523468	44.24431610	13.10921288
93.18830109	78.99495697	11.87888908
93.24805450	78.12754059	11.93137550
93.30794525	77.26016998	11.98385048
93.36775970	76.39275360	12.03632164
93.42761993	75.52538300	12.08878136
93.48744965	74.65796661	12.14123344
93.54732513	73.79061127	12.19372749
93.60710907	72.92319489	12.24621391
93.66693878	72.05579376	12.29868889
93.72676849	71.18840790	12.35114861
93.90628815	68.58625031	12.50854301
93.96608734	67.71887970	12.56105232
94.02602386	66.85147858	12.61348152
94.08582306	65.98410797	12.66597176
94.14562225	65.11670685	12.71844292
94.38498688	61.64714813	12.92832756
94.44487762	60.77973175	12.98080254
94.50467682	59.91236115	13.03328133
93.16489410	79.91738129	12.69494438
93.76325226	71.24349213	13.21966743
93.88292694	69.50872040	13.32459450
93.94277191	68.64130402	13.37706566
91.10710907	110.33109283	11.72701073
91.16695404	109.46373749	11.77945900
91.22681427	108.59630585	11.83193016
93.02185822	82.57462311	13.40605736
93.14153290	80.83985138	13.51101112
93.26120758	79.10506439	13.61594200
93.85959625	70.43112946	14.14066887
93.97927094	68.69634247	14.24557304
91.02393341	112.12094879	12.49059105
91.08373260	111.25354767	12.54303169
91.32311249	107.78400421	12.75294685
91.80179596	100.84485626	13.17271233
91.86164093	99.97748566	13.22518730
93.17804718	80.89488983	14.37953758
91.00057220	113.04338837	13.30660057
91.06038666	112.17601776	13.35909081
91.41944122	106.97164154	13.67392921
91.77846527	101.76731110	13.98872185
91.95793915	99.16513824	14.14616203
92.01775360	98.29775238	14.19865227
92.07758331	97.43036652	14.25111580
92.31693268	93.96077728	14.46098900
92.37679291	93.09342194	14.51346397
92.43663788	92.22602081	14.56594658
92.49645233	91.35865021	14.61840630
92.55629730	90.49124908	14.67088127
92.61609650	89.62383270	14.72335243
92.67600250	88.75647736	14.77581596
92.73580170	87.88906097	14.82828331
92.79566193	87.02170563	14.88076591
92.85546112	86.15427399	14.93321037
92.91532135	85.28693390	14.98568153
92.97515106	84.41950226	15.03818703
93.03496552	83.55214691	15.09065056
91.03704071	113.09844208	14.17514992
91.51570892	106.15933990	14.59493065
91.57555389	105.29195404	14.64737129
91.75504303	102.68976593	14.80479622
91.81490326	101.82236481	14.85727882
92.05425262	98.35279083	15.06716347
92.17392731	96.61804962	15.17210579
92.29357147	94.88326263	15.27705193
92.59278107	90.54628754	15.53940773
90.05628204	127.89910126	14.15167427
90.17597198	126.16428375	14.25661278
90.23578644	125.29695892	14.30908394
90.35547638	123.56218719	14.41401863
90.41529083	122.69483185	14.46645927
91.01369476	114.02091217	14.99120522
91.07349396	113.15351105	15.04364967
91.67188263	104.47960663	15.56839180
91.79149628	102.74481964	15.67333031
91.97109222	100.14263153	15.83075142
92.03089142	99.27524567	15.88321114
92.15053558	97.54048920	15.98815346
92.21036530	96.67308807	16.04062462
92.27025604	95.80570221	16.09308052
92.33008575	94.93831635	16.14560509
90.03292084	128.82156372	14.96770668
90.09278107	127.95415497	15.02021599
90.45180511	122.74982452	15.33502007
90.51165009	121.88246918	15.38750648
91.05013275	114.07593536	15.85974693
91.10999298	113.20856476	15.91217613
91.16980743	112.34117889	15.96468544
91.76821136	103.66725922	16.48937416
90.06940460	128.87661743	15.83624077
90.12923431	128.00924683	15.88873100
90.42844391	123.67227936	16.15104485
90.48827362	122.80487823	16.20351982
90.54810333	121.93752289	16.25604439
90.60788727	121.07013702	16.30848885
90.96692657	115.86577606	16.62332726
91.02677155	114.99839020	16.67577934
90.10588837	128.93167114	16.70477104
90.34519196	125.46213531	16.91464806
90.40506744	124.59473419	16.96711540
90.70423126	120.25775909	17.22948647
90.88376617	117.65560150	17.38689232
90.94359589	116.78820038	17.43938255
90.08252716	129.85412598	17.52083015
90.14235687	128.98669434	17.57330132
90.20218658	128.11932373	17.62576485
90.26200104	127.25194550	17.67823601
90.32186127	126.38455963	17.73072624
90.80052948	119.44542694	18.15045738
90.86037445	118.57804108	18.20294762
90.05912018	130.77655029	18.33688545
90.11904144	129.90914917	18.38934898
89.67678070	136.90332031	18.83810234
89.73659515	136.03594971	18.89059258
89.79648590	135.16857910	18.94304848
89.85630035	134.30117798	18.99554634
89.91609955	133.43377686	19.04803658
89.97594452	132.56637573	19.10047722
90.03578949	131.69897461	19.15294075
93.76633453	56.22017670	10.67767906
93.82621002	55.35276031	10.73017693
93.88602448	54.48534393	10.78265572
93.94588470	53.61797333	10.83508110
94.00569916	52.75057220	10.88755226
93.74300385	57.14257050	11.49373436
94.10199738	51.93824005	11.80857277
94.16181183	51.07082367	11.86101341
94.22167206	50.20346832	11.91351128
94.28156281	49.33606720	11.96598625
94.70038605	43.26428986	12.33325005
94.76018524	42.39696503	12.38575554
94.82003021	41.52954865	12.43823051
93.71962738	58.06507111	12.30978966
93.77947235	57.19765472	12.36224937
94.37781525	48.52379608	12.88698387
94.43769073	47.65636444	12.93945885
94.49748993	46.78900909	12.99194908
94.55736542	45.92157745	13.04437447
94.61716461	45.05417633	13.09686089
94.67700958	44.18682098	13.14936638
93.33722687	64.19185638	12.81101799
93.39707184	63.32445526	12.86351585
93.45691681	62.45700836	12.91596031
93.69625092	58.98746490	13.12585258
93.75609589	58.12009430	13.17835426
92.35649872	78.99254608	12.78753853
92.53603363	76.39034271	12.94496727
92.59586334	75.52300262	12.99742699
92.65570831	74.65555573	13.04989433
92.71555328	73.78818512	13.10238838
92.77535248	72.92078400	13.15482903
92.83521271	72.05335236	13.20734596
93.13440704	67.71646881	13.46966743
93.19419098	66.84906769	13.52213860
93.25402069	65.98169708	13.57462883
93.31391144	65.11426544	13.62707710
93.37372589	64.24689484	13.67954826
93.55324554	61.64470673	13.83698082
93.61306000	60.77730560	13.88944817
93.67292023	59.90995026	13.94192314
93.73278046	59.04251862	13.99436760
92.45282745	78.18018341	13.70850945
92.51264191	77.31281281	13.76100731
92.81180573	72.97586823	14.02335930
92.87166595	72.10843658	14.07584953
92.93151093	71.24106598	14.12832069
92.99137115	70.37368011	14.18074608
93.11096954	68.63890839	14.28572655
93.17081451	67.77153778	14.33819771
